title,location,country,city,stars,rating,ratings_no,date,duration,airport,food,price,old_price
Luxury Bahia Principe Akumal,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.6,40,14.12.2023,9,Warszawa Chopin,All inclusive,9206.0,10006.0
"Egzotyka Light - Kuba - Varadero, Paradisus Princesa del Mar",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.7,12,13.12.2023,9,Katowice,All inclusive,9208.0,
Rixos Gulf Hotel Doha,Wypoczynek Katar: Doha,Katar, Doha,5.0,,0,18.12.2023,6,Warszawa Chopin,Śniadania,9217.0,9517.0
Iberostar Quetzal,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.8,216,14.12.2023,9,Warszawa Chopin,All inclusive,9217.0,10017.0
Adam & Eve Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,06.05.2023,8,Wrocław,Ultra All Inclusive,9221.0,
Maritim Crystals Beach,Wypoczynek Mauritius: Belle Mare,Mauritius, Belle Mare,5.0,5.0,13,05.08.2023,10,Warszawa Chopin,All inclusive,9226.0,
Bahia Principe Grand Tulum,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.8,173,14.12.2023,9,Warszawa Chopin,All inclusive,9238.0,10038.0
Kenia i Tanzania,Objazd + wypoczynek Kenia i Tanzania,Kenia i Tanzania,,,5.3,60,12.12.2023,9,Katowice,"Śniadania, obiady i kolacje",9247.0,10047.0
Dreams Jade Resort & Spa,Wypoczynek Meksyk: Riviera Maya - Cancun,Meksyk, Riviera Maya - Cancun,5.0,5.7,15,14.12.2023,9,Warszawa Chopin,All inclusive,9250.0,10050.0
Serena Beach Resort & SPA,Wypoczynek Kenia: Mombasa Północna,Kenia, Mombasa Północna,5.0,,0,28.11.2023,9,Katowice,Śniadania i obiadokolacje,9275.0,9825.0
Brazylijskie despacito,Objazd Brazylia: Rio de Janeiro,Brazylia, Rio de Janeiro,,5.2,27,29.10.2023,12,Warszawa Chopin,Śniadania,9276.0,9676.0
Royalton Hicacos Resort & Spa,Wypoczynek Kuba: Varadero,Kuba, Varadero,,,0,13.12.2023,9,Katowice,All inclusive,9301.0,10101.0
Ocean Riviera Paradise by H10,Wypoczynek Meksyk: Cancun,Meksyk, Cancun,5.0,,0,14.12.2023,9,Warszawa Chopin,All inclusive,9316.0,10116.0
Podwójne safari,Objazd Republika Południowej Afryki: Johannesburg,Republika Południowej Afryki, Johannesburg,,5.5,11,17.11.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,9336.0,9886.0
W krainie Wysokich Przełęczy,Objazd Indie: Uttar Pradesh - Dżammu i Kaszmir - New Delhi,Indie, Uttar Pradesh - Dżammu i Kaszmir - New Delhi,,5.0,23,20.09.2023,14,Warszawa Chopin,Śniadania i obiadokolacje,9339.0,
Sri Lanka i Indie Południowe - na styku dwóch kultur,Objazd Sri Lanka i Indie,Sri Lanka i Indie,,,4.9,17,03.12.2023,13,Warszawa Chopin,Śniadania i obiadokolacje,9344.0,10044.0
Dreams Tulum Resort & Spa,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.4,9,14.12.2023,9,Warszawa Chopin,All inclusive,9351.0,10151.0
"Egzotyka Light - Kuba - Varadero, Melia Las Americas",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.0,1,13.12.2023,9,Katowice,All inclusive,9352.0,
Royal Cliff Beach,Wypoczynek Tajlandia: Pattaya/Jomtien,Tajlandia, Pattaya/Jomtien,5.0,5.3,17,08.12.2023,7,Katowice,Śniadania,9353.0,9853.0
"New York, New York",Objazd Stany Zjednoczone: Nowy Jork,Stany Zjednoczone, Nowy Jork,,5.6,16,30.11.2023,6,Warszawa Chopin,Śniadania,9355.0,9705.0
Sai Kaew Deluxe Cottage,Wypoczynek Tajlandia: Koh Samet,Tajlandia, Koh Samet,3.0,5.5,1,08.12.2023,7,Katowice,Śniadania,9383.0,9883.0
Dreams Riviera Cancun Resort & Spa,Wypoczynek Meksyk: Cancun - Riviera Maya,Meksyk, Cancun - Riviera Maya,5.0,5.3,16,14.12.2023,9,Warszawa Chopin,All inclusive,9428.0,10228.0
Egzotyka Light - Bohol,Objazd + wypoczynek Filipiny: Bohol,Filipiny, Bohol,,,0,27.10.2023,8,Warszawa Chopin,Wg programu imprezy,9439.0,10139.0
SO Sofitel Mauritius,Wypoczynek Mauritius,Mauritius,,5.0,6.0,1,09.09.2023,10,Warszawa Chopin,Śniadania i obiadokolacje,9475.0,
Meksyk kolonialny,Objazd Meksyk,Meksyk,,,5.5,24,25.11.2023,12,Warszawa Chopin,Wg programu imprezy,9476.0,9776.0
Sea Cliff Resort & SPA Zanzibar,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,5.0,,0,04.12.2023,11,Katowice,Śniadania i obiadokolacje,9489.0,9939.0
Santhiya Tree Koh Chang Resort,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,4.0,5.5,1,08.12.2023,7,Katowice,Śniadania,9490.0,9990.0
Porto Sani,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,5.0,,0,06.05.2023,8,Warszawa Chopin,"Śniadania, obiady i kolacje",9529.0,
Dewa,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,4.0,6.0,2,08.12.2023,7,Katowice,Śniadania,9539.0,10039.0
Bellevue Bohol,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,5.0,,0,01.12.2023,13,Warszawa Chopin,Śniadania,9553.0,10253.0
Kaya Palazzo Resort,Wypoczynek Cypr Północny: Kyrenia,Cypr Północny, Kyrenia,5.0,,0,21.10.2023,8,Katowice,Full Board Plus,9564.0,
Bohol Beach Club,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,4.0,,0,01.12.2023,13,Warszawa Chopin,Śniadania,9570.0,10270.0
Karaibska ślicznotka,Objazd Dominikana: Santo Domingo - Puerto Plata,Dominikana, Santo Domingo - Puerto Plata,,5.4,95,14.12.2023,9,Katowice,Śniadania,9597.0,10047.0
Hasta la vista Mexico!,Objazd + wypoczynek Meksyk: Jukatan,Meksyk, Jukatan,,5.4,376,10.12.2023,8,Katowice,Wg programu imprezy,9601.0,10401.0
Buenos Dias Cuba,Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.2,261,23.09.2023,4,Warszawa Chopin,Wg programu imprezy,9629.0,
"Egzotyka Light - Kuba - Varadero, Melia Internacional",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.7,11,13.12.2023,9,Katowice,All inclusive,9630.0,
Meksyk znany i nieznany,Objazd Meksyk,Meksyk,,,5.7,21,15.11.2023,14,Gdańsk,Wg programu imprezy,9636.0,9936.0
Ao Prao,Wypoczynek Tajlandia: Koh Samet,Tajlandia, Koh Samet,4.0,5.6,35,24.11.2023,7,Katowice,Śniadania,9637.0,10087.0
La Veranda Resort Phu Quoc,Wypoczynek Wietnam: Phu Quoc,Wietnam, Phu Quoc,5.0,6.0,2,10.12.2023,9,Warszawa Chopin,Śniadania,9690.0,10190.0
Bangkok i perły Morza Andamańskiego,Objazd + wypoczynek Tajlandia: Bangkok - Ayutthaya - Phuket,Tajlandia, Bangkok - Ayutthaya - Phuket,,5.4,95,08.12.2023,5,Katowice,Wg programu imprezy,9704.0,10204.0
Z dala od wydeptanych ścieżek,Objazd + wypoczynek Tajlandia i Kambodża,Tajlandia i Kambodża,,,4.9,27,04.12.2023,5,Warszawa Chopin,Wg programu imprezy,9732.0,10332.0
Wielka azjatycka przygoda,"Objazd + wypoczynek Tajlandia, Kambodża, Wietnam","Tajlandia, Kambodża, Wietnam",,,5.5,266,02.09.2023,3,Warszawa Chopin,Wg programu imprezy,9745.0,
Occidental Costa Cancun,Wypoczynek Meksyk: Cancun,Meksyk, Cancun,4.5,4.4,4,14.12.2023,9,Warszawa Chopin,All inclusive,9751.0,10551.0
Jawa i Bali - W krainie batiku premium,Objazd + wypoczynek Indonezja: Bali,Indonezja, Bali,,5.3,2,03.09.2023,4,Warszawa Chopin,Wg programu imprezy,9766.0,
Iberostar Grand Salome,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,5.0,,0,01.06.2023,8,Katowice,Śniadania,9774.0,
Grand Riviera & Sunset Princess,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.2,23,14.12.2023,9,Warszawa Chopin,All inclusive,9784.0,10584.0
Kenia i Tanzania - W poszukiwaniu źródeł Nilu,Objazd + wypoczynek Kenia i Tanzania,Kenia i Tanzania,,,5.2,18,12.12.2023,9,Katowice,"Śniadania, obiady i kolacje",9795.0,10595.0
"Phuket, Bangkok i perły Morza Andamańskiego",Objazd + wypoczynek Tajlandia: Bangkok - Phuket,Tajlandia, Bangkok - Phuket,,6.0,1,28.11.2023,11,Warszawa Chopin,Wg programu imprezy,9819.0,10769.0
Dreams Sapphire Resort & Spa,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.0,11,17.12.2023,9,Katowice,All inclusive,9820.0,10220.0
Singapur i Malezja - Azjatyckie Tygrysy z wypoczynkiem na Tioman,Objazd + wypoczynek Malezja i Singapur,Malezja i Singapur,,,5.1,37,27.10.2023,15,Warszawa Chopin,Wg programu imprezy,9826.0,
Shangri-La Hambantota,Wypoczynek Sri Lanka,Sri Lanka,,5.0,,0,23.11.2023,12,Warszawa Chopin,Śniadania,9831.0,10381.0
Sri Lanka - Łza z Policzka Indii Premium,Objazd + wypoczynek Sri Lanka: Zachodnia Sri Lanka,Sri Lanka, Zachodnia Sri Lanka,,4.9,15,23.11.2023,2,Warszawa Chopin,Śniadania i obiadokolacje,9839.0,10389.0
Hasta la vista Mexico! Premium,Objazd + wypoczynek Meksyk,Meksyk,,,,0,10.12.2023,8,Katowice,Wg programu imprezy,9845.0,10645.0
Sofitel Mauritius L’Impérial Resort & Spa,Wypoczynek Mauritius,Mauritius,,5.0,4.1,4,09.09.2023,10,Warszawa Chopin,Śniadania i obiadokolacje,9847.0,
Sai Kaew Premier Room,Wypoczynek Tajlandia: Koh Samet,Tajlandia, Koh Samet,4.0,5.7,14,24.11.2023,7,Katowice,Śniadania,9861.0,10311.0
Grand Hotel San Pietro,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,5.0,,0,17.09.2023,8,Katowice,Śniadania,9876.0,
Hakuna Matata!,Objazd + wypoczynek Kenia,Kenia,,,5.7,13,21.11.2023,5,Katowice,"Śniadania, obiady i kolacje",9880.0,10480.0
"Egzotyka Light - Kuba - Varadero, Iberostar Selection Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.5,31,13.12.2023,9,Katowice,All inclusive,9899.0,
Tamarina Golf & Spa Boutique Hotel,Wypoczynek Mauritius,Mauritius,,4.0,,0,11.11.2023,10,Warszawa Chopin,All inclusive,9907.0,10207.0
Nieznane ludy świata,Objazd Togo i Benin,Togo i Benin,,,,0,31.10.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,9913.0,10463.0
Korea Południowa – oko w oko z azjatyckim tygrysem,Objazd Korea Południowa: Punggi,Korea Południowa, Punggi,,5.4,26,28.10.2023,11,Warszawa Chopin,Wg programu imprezy,9926.0,
Kuba - Wyspa jak wulkan gorąca Premium,Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.1,18,13.12.2023,9,Katowice,Wg programu imprezy,9939.0,10739.0
Chiny w dół Jangcy,Objazd Chiny: Pekin - Shaanxi - Szanghaj,Chiny, Pekin - Shaanxi - Szanghaj,,5.4,72,27.10.2023,16,Warszawa Chopin,Wg programu imprezy,9956.0,
Grand Hotel Poltu Quatu,Wypoczynek Włochy: Sardynia,Włochy, Sardynia,5.0,,0,14.06.2023,8,Warszawa Chopin,Śniadania,9964.0,
Bluebay Resort Zanzibar,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,5.0,5.5,2,21.06.2023,8,Katowice,Śniadania i obiadokolacje,9985.0,
Sultan Sands Island Resort,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,4.0,6.0,1,21.06.2023,8,Katowice,Śniadania i obiadokolacje,9985.0,
Casa Colonial Beach & Spa,Wypoczynek Dominikana: Puerto Plata,Dominikana, Puerto Plata,5.0,,0,14.12.2023,9,Katowice,Śniadania,10014.0,10464.0
Archipelag Uśmiechu,Objazd + wypoczynek Filipiny: Bohol,Filipiny, Bohol,,,0,27.10.2023,9,Warszawa Chopin,Wg programu imprezy,10019.0,10719.0
Indie i Nepal Premium,Objazd Indie i Nepal,Indie i Nepal,,,,0,28.11.2023,15,Warszawa Chopin,Śniadania i obiadokolacje,10076.0,10876.0
Be Grand Resort,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,4.0,,0,01.12.2023,13,Warszawa Chopin,Śniadania,10110.0,10810.0
Grand Palladium Riviera Maya Resort & Spa,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.5,17,14.12.2023,9,Warszawa Chopin,All inclusive,10117.0,10917.0
Natura Lemura,Objazd Madagaskar: Antananarywa,Madagaskar, Antananarywa,,5.2,36,21.11.2023,16,Warszawa Chopin,Śniadania i obiadokolacje,10125.0,10725.0
Singapur i Malezja - Azjatyckie Tygrysy z wypoczynkiem na Langkawi,Objazd + wypoczynek Singapur i Malezja,Singapur i Malezja,,,5.3,85,13.11.2023,5,Warszawa Chopin,Wg programu imprezy,10147.0,10547.0
Henann Resort Alona Beach & Tawala,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,5.0,,0,27.10.2023,13,Warszawa Chopin,Śniadania,10172.0,10872.0
"Zaginione miasta Majów (Meksyk, Gwatemala i Belize)","Objazd + wypoczynek Meksyk, Gwatemala, Belize","Meksyk, Gwatemala, Belize",,,5.5,187,14.12.2023,9,Warszawa Chopin,Wg programu imprezy,10221.0,11021.0
Bali Tropic,Wypoczynek Indonezja: Bali,Indonezja, Bali,4.0,5.3,30,12.05.2023,12,Warszawa Chopin,All inclusive,10226.0,
Dwa światy Brazylii: Rio de Janeiro i Fortaleza,Objazd Brazylia: Rio de Janeiro - Fortaleza - Ceara,Brazylia, Rio de Janeiro - Fortaleza - Ceara,,,0,12.11.2023,9,Warszawa Chopin,Śniadania i obiadokolacje,10245.0,10645.0
Zagadki cywilizacji,Objazd Peru: Lima - Machu Picchu,Peru, Lima - Machu Picchu,,5.5,21,04.12.2023,7,Warszawa Chopin,Śniadania i obiadokolacje,10258.0,10658.0
"Good Morning, Vietnam",Objazd + wypoczynek Wietnam: Region Południowo - Wschodni,Wietnam, Region Południowo - Wschodni,,5.4,151,10.12.2023,4,Warszawa Chopin,Wg programu imprezy,10264.0,10864.0
Ślady tygrysich łap na piasku,Objazd + wypoczynek Indie: New Delhi - Uttar Pradesh - Radżastan - Maharasztra - Goa,Indie, New Delhi - Uttar Pradesh - Radżastan - Maharasztra - Goa,,4.9,48,23.11.2023,14,Warszawa Chopin,Śniadania i obiadokolacje,10282.0,11082.0
W Królestwie Czarnych Faraonów,Objazd Sudan: Nubia,Sudan, Nubia,,6.0,4,02.12.2023,7,Warszawa Chopin,Wg programu imprezy,10304.0,10804.0
Riu Palace Zanzibar,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,5.0,6.0,1,21.06.2023,8,Katowice,All inclusive,10316.0,
Brazylijskie despacito Premium,Objazd Brazylia: Rio de Janeiro,Brazylia, Rio de Janeiro,,,0,10.11.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,10332.0,10882.0
Seasense Boutique Hotel & Spa,Wypoczynek Mauritius: Port Luis - Belle Mare,Mauritius, Port Luis - Belle Mare,5.0,5.0,11,09.09.2023,10,Warszawa Chopin,All inclusive,10346.0,
Dusit Thani Laguna,Wypoczynek Tajlandia: Phuket,Tajlandia, Phuket,5.0,,0,12.12.2023,9,Warszawa Chopin,Śniadania,10385.0,11285.0
Kalifornia i Arizona - Wild Wild West,Objazd Stany Zjednoczone: Kalifornia - Arizona,Stany Zjednoczone, Kalifornia - Arizona,,5.3,73,01.05.2023,14,Warszawa Chopin,Śniadania,10425.0,
Domes Miramare (a Luxury Collection Resort),Wypoczynek Grecja: Korfu,Grecja, Korfu,5.0,,0,27.09.2023,8,Katowice,Śniadania i obiadokolacje,10486.0,
"Rajskie wakacje, Seasense Boutique Hotel & Spa",Objazd + wypoczynek Mauritius: Port Luis - Belle Mare,Mauritius, Port Luis - Belle Mare,,5.0,11,09.09.2023,10,Warszawa Chopin,All inclusive,10550.0,
Maritim Resort & SPA,Wypoczynek Mauritius: Port Luis,Mauritius, Port Luis,5.0,6.0,8,05.08.2023,10,Warszawa Chopin,All inclusive,10575.0,
Gold Zanzibar Beach House & Spa,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,5.0,,0,21.06.2023,8,Katowice,Śniadania i obiadokolacje,10616.0,
Kempinski Seychelles Resort,Wypoczynek Seszele: Mahe,Seszele, Mahe,5.0,4.5,1,21.09.2023,9,Warszawa Chopin,Śniadania,10626.0,
Mithi Resort & Spa,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,4.0,,0,01.12.2023,13,Warszawa Chopin,Śniadania,10647.0,11347.0
Sekretne plaże Tajlandii,Objazd + wypoczynek Tajlandia: Phuket,Tajlandia, Phuket,,,0,08.12.2023,3,Katowice,Wg programu imprezy,10670.0,11270.0
"Rajskie wakacje, Maritim Resort & SPA",Objazd + wypoczynek Mauritius: Port Luis,Mauritius, Port Luis,,6.0,8,09.09.2023,10,Warszawa Chopin,All inclusive,10679.0,
Kostaryka aktywnie!,Objazd Kostaryka: San Jose,Kostaryka, San Jose,,5.5,17,01.11.2023,11,Warszawa Chopin,Wg programu imprezy,10748.0,11248.0
Sekretne plaże Tajlandii z Phuket,Objazd + wypoczynek Tajlandia: Phuket - Khao Lak - Kanchanaburi,Tajlandia, Phuket - Khao Lak - Kanchanaburi,,,0,12.12.2023,3,Warszawa Chopin,Wg programu imprezy,10775.0,11675.0
RPA - Złoto Afryki,Objazd Republika Południowej Afryki: Johannesburg,Republika Południowej Afryki, Johannesburg,,5.4,31,11.09.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,10779.0,
Ślady tygrysich łap na piasku Premium,Objazd Indie: Uttar Pradesh - Radżastan - Maharasztra - Goa - New Delhi,Indie, Uttar Pradesh - Radżastan - Maharasztra - Goa - New Delhi,,,0,07.12.2023,14,Warszawa Chopin,Śniadania i obiadokolacje,10786.0,11586.0
Atlantis Bay,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,5.0,,0,04.06.2023,8,Warszawa Chopin,Śniadania,10800.0,
San Antonio,Wypoczynek Grecja: Santorini,Grecja, Santorini,4.0,,0,25.09.2023,8,Warszawa Chopin,Śniadania,10996.0,
Royal Hideaway Corales Suites,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,5.0,,0,26.06.2023,8,Katowice,Bez wyżywienia,11006.0,
Conrad Algarve,Wypoczynek Portugalia: Algarve,Portugalia, Algarve,5.0,,0,28.08.2023,8,Katowice,Śniadania,11035.0,
Nabatejskie Królestwa,Objazd + wypoczynek Jordania i Arabia Saudyjska,Jordania i Arabia Saudyjska,,,,0,11.12.2023,8,Katowice,Śniadania i obiadokolacje,11039.0,11339.0
Złote wybrzeże,Objazd Ghana i Togo,Ghana i Togo,,,5.9,4,16.11.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,11086.0,11586.0
Fihalhohi Island Resort,Wypoczynek Malediwy: Atol Male,Malediwy, Atol Male,3.5,6.0,1,30.11.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,11094.0,11644.0
"Indianie, dżungla, wodospady.",Objazd + wypoczynek Wenezuela: Canaima,Wenezuela, Canaima,,5.4,9,02.12.2023,9,Warszawa Chopin,Śniadania i obiadokolacje,11103.0,11903.0
Savoy Resort & Spa Seychelles,Wypoczynek Seszele,Seszele,,5.0,,0,15.06.2023,9,Warszawa Chopin,Śniadania,11126.0,
Kenia Classic Premium,Objazd + wypoczynek Kenia,Kenia,,,5.8,12,05.12.2023,9,Warszawa Chopin,"Śniadania, obiady i kolacje",11134.0,11734.0
Dominicana completa,Objazd Dominikana: Puerto Plata,Dominikana, Puerto Plata,,,0,07.12.2023,9,Katowice,Wg programu imprezy,11142.0,11642.0
Filipiny - w krainie tysięcy wysp,Objazd + wypoczynek Filipiny: Bohol - Pamilacan - Cebu,Filipiny, Bohol - Pamilacan - Cebu,,,0,02.12.2023,5,Warszawa Chopin,Wg programu imprezy,11152.0,11852.0
Amorita Resort,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,5.0,,0,01.12.2023,13,Warszawa Chopin,Śniadania,11157.0,11857.0
"Good Morning, Vietnam Premium",Objazd + wypoczynek Wietnam: Region Południowo - Wschodni,Wietnam, Region Południowo - Wschodni,,5.2,15,10.12.2023,4,Warszawa Chopin,Wg programu imprezy,11176.0,11976.0
Summer Island Resort,Wypoczynek Malediwy: Atol Male - Atol Kaafu,Malediwy, Atol Male - Atol Kaafu,4.0,4.0,1,19.10.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,11222.0,11622.0
Singapur i Malezja - Azjatyckie Tygrysy (z przelotem do Singapuru),"Objazd + wypoczynek Singapur, Malezja, Indonezja","Singapur, Malezja, Indonezja",,,5.1,8,20.06.2023,5,Warszawa Chopin,Wg programu imprezy,11225.0,
Anantara Iko Mauritius Resort & Villas,Wypoczynek Mauritius,Mauritius,,5.0,,0,05.08.2023,10,Warszawa Chopin,All inclusive,11226.0,
Wyprawa po dzikich równinach Wenezueli,Objazd + wypoczynek Wenezuela: Los Llanos,Wenezuela, Los Llanos,,4.5,8,09.12.2023,5,Warszawa Chopin,Śniadania i obiadokolacje,11241.0,12041.0
Uzuri Tanzania!,Objazd + wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,,,0,04.12.2023,7,Katowice,Śniadania i obiadokolacje,11247.0,11797.0
Sekrety Angkoru i rajskie plaże,Objazd + wypoczynek Kambodża i Wietnam,Kambodża i Wietnam,,,,0,10.12.2023,5,Warszawa Chopin,Wg programu imprezy,11343.0,11843.0
Domes Lake Algarve,Wypoczynek Portugalia,Portugalia,,5.0,,0,09.10.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,11380.0,
Secrets The Vine Cancun,Wypoczynek Meksyk: Cancun,Meksyk, Cancun,5.0,5.8,21,14.12.2023,9,Warszawa Chopin,All inclusive,11385.0,12185.0
Grand Hyatt,Wypoczynek Brazylia: Rio de Janeiro,Brazylia, Rio de Janeiro,5.0,,0,29.10.2023,12,Warszawa Chopin,Śniadania,11395.0,11795.0
Wyprawa w nieznane,Objazd Brazylia: Fortaleza,Brazylia, Fortaleza,,,0,01.12.2023,10,Warszawa Chopin,Śniadania i obiadokolacje,11423.0,11973.0
Amari Pattaya,Wypoczynek Tajlandia: Pattaya/Jomtien,Tajlandia, Pattaya/Jomtien,5.0,,0,15.12.2023,9,Katowice,Śniadania,11452.0,11952.0
"Wielka, meksykańska wyprawa - przelot samolotem rejsowym",Objazd + wypoczynek Meksyk,Meksyk,,,5.7,31,20.11.2023,16,Gdańsk,Wg programu imprezy,11472.0,11772.0
Pośród traw sawanny,Objazd + wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,,,0,04.12.2023,6,Katowice,Śniadania i obiadokolacje,11496.0,12046.0
Le Meridien Ile Maurice,Wypoczynek Mauritius,Mauritius,,5.0,5.1,12,05.08.2023,10,Warszawa Chopin,"Śniadania, obiady i kolacje",11504.0,
Baśniowa Tajlandia premium,Objazd + wypoczynek Tajlandia: Bangkok,Tajlandia, Bangkok,,5.2,8,11.12.2023,5,Warszawa Chopin,Wg programu imprezy,11529.0,12329.0
Dookoła Islandii,Objazd Islandia: Islandia Zachodnia,Islandia, Islandia Zachodnia,,5.6,69,26.08.2023,9,Katowice,Śniadania,11607.0,
Karaibska Ślicznotka Premium,Objazd Dominikana: Samana,Dominikana, Samana,,,0,16.12.2023,9,Warszawa Chopin,Wg programu imprezy,11618.0,
Hilton Rio de Janeiro,Wypoczynek Brazylia: Rio de Janeiro,Brazylia, Rio de Janeiro,5.0,5.5,1,29.10.2023,12,Warszawa Chopin,Śniadania,11674.0,12074.0
"Singapur, Jawa, Bali i Sumatra - wulkany i orangutany (z przelotem do Singapuru)",Objazd + wypoczynek Singapur i Indonezja,Singapur i Indonezja,,,5.3,4,17.10.2023,4,Warszawa Chopin,Wg programu imprezy,11745.0,
"Rajskie wakacje, Le Meridien Ile Maurice",Objazd + wypoczynek Mauritius,Mauritius,,,5.1,12,26.08.2023,10,Warszawa Chopin,"Śniadania, obiady i kolacje",11810.0,
Cullinan Hotel Belek,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,13.05.2023,8,Wrocław,Ultra All Inclusive,11821.0,
Seszele - Z wyspy na wyspę - Rajska Przygoda,Objazd + wypoczynek Seszele: Mahe - Beau Vallon - La Digue - Praslin,Seszele, Mahe - Beau Vallon - La Digue - Praslin,,,0,28.09.2023,9,Warszawa Chopin,Śniadania,11875.0,
IBEROSTAR Selection Cancun & Coral Level At IBEROSTAR Selection Cancun,Wypoczynek Meksyk: Cancun,Meksyk, Cancun,5.0,5.8,31,14.12.2023,9,Warszawa Chopin,All inclusive,11890.0,12690.0
COMO Point Yamu,Wypoczynek Tajlandia: Phuket,Tajlandia, Phuket,5.0,,0,12.12.2023,9,Warszawa Chopin,Śniadania,11912.0,12812.0
W cieniu Góry Stołowej,Objazd Republika Południowej Afryki: Johannesburg,Republika Południowej Afryki, Johannesburg,,4.9,67,06.12.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,11919.0,12719.0
W krainie tysiąca pagód,Objazd + wypoczynek Tajlandia i Birma,Tajlandia i Birma,,,5.3,40,04.12.2023,16,Warszawa Chopin,Wg programu imprezy,11980.0,12630.0
Kolorowe Filipiny - na lądzie i pod wodą,Objazd Filipiny: Cebu,Filipiny, Cebu,,,0,28.10.2023,3,Warszawa Chopin,Śniadania,12000.0,12700.0
Secrets Maroma Beach Riviera Cancun,Wypoczynek Meksyk: Cancun - Riviera Maya,Meksyk, Cancun - Riviera Maya,5.0,5.8,2,14.12.2023,9,Warszawa Chopin,All inclusive,12018.0,12818.0
Barcelo Maya Riviera,Wypoczynek Meksyk: Riviera Maya - Cancun,Meksyk, Riviera Maya - Cancun,5.0,6.0,5,14.12.2023,9,Warszawa Chopin,All inclusive,12022.0,12822.0
Przystanek Kanada,Objazd Kanada: Kolumbia Brytyjska - Ontario - Quebec,Kanada, Kolumbia Brytyjska - Ontario - Quebec,,4.6,41,18.05.2023,13,Warszawa Chopin,Śniadania,12026.0,
Arabia Saudyjska - Niezwykłe Królestwo Saudów,Objazd Arabia Saudyjska,Arabia Saudyjska,,,,0,04.11.2023,9,Warszawa Chopin,Śniadania i obiadokolacje,12071.0,12521.0
Dukes The Palm - a Royal Hideaway Hotel,Wypoczynek Zjednoczone Emiraty Arabskie: Dubaj,Zjednoczone Emiraty Arabskie, Dubaj,5.0,,0,03.11.2023,8,Katowice,Śniadania,12110.0,12460.0
Esencja Cejlonu z wypoczynkiem na Malediwach,Objazd + wypoczynek Sri Lanka i Malediwy,Sri Lanka i Malediwy,,,5.0,42,23.11.2023,4,Warszawa Chopin,Śniadania i obiadokolacje,12111.0,12511.0
La Flora Resort Patong,Wypoczynek Tajlandia: Phuket,Tajlandia, Phuket,5.0,,0,14.11.2023,9,Warszawa Chopin,Śniadania,12173.0,12973.0
